domain,decision,tier,reason,follow,anchor_text,example_backlink,authority,traffic,is_spam,ip,review_note
lifewithheidi.com,REVIEW,Review,Borderline — manual check,dofollow,insulating benefits,https://www.lifewithheidi.com/6-ways-to-keep-cool-and-comfortable-in-the-baking-heat/,24,0,,162.248.188.100,confirmed
linjoury.com,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://linjoury.com/dark-side-links-dark-white-hat-link-building-1250/,5,0,,104.21.32.96,"nofollow, no footprint — moved out of disavow"
liveonline24.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://liveonline24.us/bow-window-roof.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
locabee.com,REVIEW,Review,Low-quality / dead domain,nofollow,"Offre actuelle Window installation service in Alpharetta, Georgia https://www.ngwindows.com/",https://fr.locabee.com/alpharetta/artisans/ng%20windows-2031838,10,0,,188.40.17.96,"nofollow, no footprint — moved out of disavow"
localrepairsnow.com,REVIEW,Review,Borderline — manual check,nofollow,Website,https://localrepairsnow.com/places/north-georgia-replacement-windows/,13,0,,172.67.219.209,confirmed
location.com,REVIEW,Review,Low-quality / dead domain,dofollow,Website,https://location.com/categories/contractors/us/ga/alpharetta/ng-windows-1582169293,6,0,,162.159.140.113,DOWNGRADED disavow→review (no spam signal)
lombardohomegroup.com,REVIEW,Review,Borderline — manual check,dofollow,energy-efficient,https://lombardohomegroup.com/blog/improve-your-initial-offers-by-making-these-changes-when-selling-your-home,8,0,,104.21.18.198,confirmed
longislandwindowsandsiding.com,REVIEW,Review,Borderline — manual check,dofollow,North Georgia Replacement Windows,https://longislandwindowsandsiding.com/soundproofing-solutions-the-best-windows-to-block-long-island-traffic-noise/,19,0,,35.227.194.51,confirmed
lpraudit.com,REVIEW,Review,Low-quality / dead domain,dofollow,Open Website,https://reports.lpraudit.com/georgia/atlanta/window-installation/,6,0,,3.162.112.94,DOWNGRADED disavow→review (no spam signal)
mandelaeffects.com,REVIEW,Review,Low-quality / dead domain,nofollow,Window Replacement Company Atlanta,http://mandelaeffects.com/grammer/badwolf/,0.0,0,,,"nofollow, no footprint — moved out of disavow"
marcmphotography.com,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://www.marcmphotography.com/exterior-shutters-atlanta-georgia/,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
mcglobalconstruction.com,REVIEW,Review,Borderline — manual check,dofollow,frame rot,https://www.mcglobalconstruction.com/windows/how-long-does-it-take-to-install-windows/,8,0,,35.212.81.132,confirmed
medidocs.com,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,http://www.medidocs.com/bez-rubriki/dark-side-links-dark-white-hat-link-building-1250/,4,0,,72.167.102.111,"nofollow, no footprint — moved out of disavow"
megforit.com,REVIEW,Review,Borderline — manual check,dofollow,ngwindows.com,https://www.megforit.com/design-tricks-to-allow-more-natural-light-into-your-home/,17,0,,34.174.21.213,confirmed
middagsaasen.no,REVIEW,Review,Low-quality / dead domain,nofollow,Window Replacement Company Atlanta,http://www.middagsaasen.no/12-2/,0.0,0,,,"nofollow, no footprint — moved out of disavow"
midtownhi.com,REVIEW,Review,Borderline — manual check,dofollow,NG Windows,https://midtownhi.com/about-us/news/triple-pane-window-benefits/,27,0,,69.46.46.73,confirmed
mixwebup.com,REVIEW,Review,Low-quality / dead domain,nofollow,,https://mixwebup.com/p/4815,5,0,,104.21.81.154,DOWNGRADED disavow→review (no spam signal)
mizarstvo-matko.si,REVIEW,Review,Low-quality / dead domain,nofollow,Window Replacement Atlanta,http://www.mizarstvo-matko.si/test-post-2/,0.0,0,,,"nofollow, no footprint — moved out of disavow"
modatrend.net,REVIEW,Review,Low-quality / dead domain,nofollow,.,http://modatrend.net/minimalist-apartment-japan/windows-are-used-to-bring-the.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
monetaryhistoryofworld.com,REVIEW,Review,Low-quality / dead domain,nofollow,Window Replacement Company,http://www.monetaryhistoryofworld.com/by-country/,5,0,,107.180.21.70,"nofollow, no footprint — moved out of disavow"
mt-foto.dk,REVIEW,Review,Low-quality / dead domain,nofollow,Window Replacement Atlanta,http://www.mt-foto.dk/julekort/b25w9870/,0.0,0,,,"nofollow, no footprint — moved out of disavow"
mybeautifuladventures.com,REVIEW,Review,Borderline — manual check,dofollow,www.ngwindows.com,https://mybeautifuladventures.com/2022/12/27/do-not-make-these-renovation-mistakes-when-building-a-dream-kitchen/,20,0,,151.101.66.159,confirmed
myfrontporch.news,REVIEW,Review,Low-quality / dead domain,dofollow,Book,https://myfrontporch.news/neighborhood/326/managementco/0451/vendors/window-door-replacement/,2,0,,100.29.208.54,DOWNGRADED disavow→review (no spam signal)
mylike.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://www.mylike.us/the-bow-window.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
myquestion.info,REVIEW,Review,Low-quality / dead domain,nofollow,,http://www.myquestion.info/search/enerbank-usa-payment,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
nashvillefallhomeshow.com,REVIEW,Review,Borderline — manual check,dofollow,Visit Website,https://www.nashvillefallhomeshow.com/exhibitor-list/exhibitors/detail/ng-windows/FC682B0F-A9A0-6E0A-BE1E-FF0000415D3A,21,0,,150.171.109.245,confirmed
neededinthehome.com,REVIEW,Review,Borderline — manual check,dofollow,North Georgia Replacement Windows,https://neededinthehome.com/3-helpful-ways-to-keep-your-house-cool-this-summer/,15,0,,198.72.127.74,confirmed
newsblogsports.site,REVIEW,Review,Low-quality / dead domain,dofollow,Best Pinterest Tool SiteToSocial.com to Grow Your Website Traffic Fully Automated,https://newsblogsports.site/all/358/10,2,0,,104.21.51.36,DOWNGRADED disavow→review (no spam signal)
ngawindows.com,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,,http://ngawindows.com/,2,0,,15.197.225.128,hold — verify ownership
ngwindow.com,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,,http://ngwindow.com/,2,0,,15.197.142.173,hold — verify ownership
northatlantastar.com,REVIEW,Review,Borderline — manual check,dofollow,Website,https://northatlantastar.com/window-replacement-companies-johns-creek-alpharetta/,14,0,,172.67.140.253,confirmed
northgawindows.com,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,,http://northgawindows.com/,2,0,,3.33.152.147,hold — verify ownership
northgeorgiawindow.com,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,,http://northgeorgiawindow.com/,2,0,,3.33.152.147,hold — verify ownership
northgeorgiawindows.net,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,,http://northgeorgiawindows.net/,2,0,,15.197.225.128,hold — verify ownership
northpointwindows.com,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,,http://northpointwindows.com/,2,0,,3.33.251.168,hold — verify ownership
nowiveseeneverything.club,REVIEW,Review,Borderline — manual check,nofollow,curtains,https://nowiveseeneverything.club/articles/9-unorthodox-ways-you-can-keep-yourself-cool-during-the-summer-9479/,17,0,,213.196.36.228,confirmed
okna-togliatty.ru,REVIEW,Review,Low-quality / dead domain,dofollow,energy audit for home performance,http://okna-togliatty.ru/montazh-plastikovykh-okon/30-okna-dlya-vas,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
olivare.com.ar,REVIEW,Review,Borderline — manual check,nofollow,OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25,https://www.olivare.com.ar/index.php/2025/07/01/quarterlinks-dofollow-article-links-just-for-25-4777/,16,0,,104.21.40.229,"UPGRADED review→disavow | nofollow, no footprint — moved out of disavow"
olumlubak.club,REVIEW,Review,Borderline — manual check,nofollow,perdeleri ya da panjurları,https://olumlubak.club/ilham-ipuclari-ve-taktikler/sicak-hava-dalgalariyla-nasil-mucadele-edeceginize-dair-8-ipucu-2514515/,13,0,,213.196.36.236,confirmed
openingtimes.co,REVIEW,Review,Borderline — manual check,nofollow,North Georgia Replacement Windows home improvement,https://openingtimes.co/north-georgia-replacement-windows-roswell-ga,13,0,,194.26.222.202,"UPGRADED review→disavow | nofollow, no footprint — moved out of disavow"
osobiste.info,REVIEW,Review,Low-quality / dead domain,nofollow,Window Replacement Atlanta,http://konto.osobiste.info/ing-bank-slaski-na-podium-w-rankingu-przyjazny-bank-newsweeka/,0.0,0,,,"nofollow, no footprint — moved out of disavow"
performingwindows.com,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,,http://performingwindows.com/,2,0,,3.33.251.168,hold — verify ownership
pinqube.com,REVIEW,Review,Low authority — manual check,,,,0.0,38,,104.21.17.151,confirmed
power100.io,REVIEW,Review,Borderline — manual check,dofollow,North Georgia Replacement Windows,https://power100.io/power100-names-46-50-best-home-improvement-ceos-in-the-nation-for-2026/,16,0,,104.21.29.38,confirmed
professionalwindowcleaning.com,REVIEW,Review,Borderline — manual check,dofollow,the effectiveness of natural cleaners at NGWindows.com,https://www.professionalwindowcleaning.com/post/how-to-clean-windows-with-vinegar,28,0,,198.202.211.1,confirmed
promocodesfree.com,REVIEW,Review,Low-quality / dead domain,nofollow,https://ngwindows.com/,https://promocodesfree.com/senior-discounts-window-replacement/,0.0,0,,,"nofollow, no footprint — moved out of disavow"
prothor-ing.com,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://prothor-ing.com/bez-rubriki/dark-side-links-dark-white-hat-link-building-1250/,2,0,,192.99.207.151,"nofollow, no footprint — moved out of disavow"
purahealthy.net,REVIEW,Review,Low-quality / dead domain,dofollow,6,https://purahealthy.net/the-8-best-commercial-stair-climbers-of-2024-tested-by-our-experts/,0.0,0,,209.59.158.108,DOWNGRADED disavow→review (no spam signal)
qscam.com,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,145.79.209.143,DOWNGRADED disavow→review (no spam signal)
quality-hd-wallpapers.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://www.quality-hd-wallpapers.us/the-bow-window.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
qualitypluswindows.com,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,,http://qualitypluswindows.com/,2,0,,3.33.251.168,hold — verify ownership
reness.pics,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,188.114.96.2,DOWNGRADED disavow→review (no spam signal)
renovationsup.com,REVIEW,Review,Low-quality / dead domain,nofollow,North Georgia Replacement Windows,https://www.renovationsup.com/128120/north-georgia-replacement-windows,16,0,,191.101.14.187,"nofollow, no footprint — moved out of disavow"
repairhomeexperts.com,REVIEW,Review,Low authority — manual check,nofollow,http://www.ngwindows.com,https://www.repairhomeexperts.com/business/948147-north-georgia-replacement-windows-inc,0.0,0,,18.239.236.14,"UPGRADED review→disavow | nofollow, no footprint — moved out of disavow"
reputablebusinesses.com,REVIEW,Review,Borderline — manual check,nofollow,North Georgia Replacement Windows,https://www.reputablebusinesses.com/230422/north-georgia-replacement-windows,15,0,,145.223.126.72,confirmed
residencetalk.com,REVIEW,Review,Borderline — manual check,nofollow,replacing windows in your home,https://residencetalk.com/3-things-to-consider-when-replacing-windows-in-your-home/,15,0,,104.21.36.32,confirmed
revaliew.com,REVIEW,Review,Low-quality / dead domain,nofollow,Visit Website,https://revaliew.com/businesses/ngwindows.com,2,0,,104.21.53.59,DOWNGRADED disavow→review (no spam signal)
revan-me.com,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://revan-me.com/bez-rubriki/dark-side-links-dark-white-hat-link-building-1250/,2,0,,160.153.129.19,"nofollow, no footprint — moved out of disavow"
reversemortgagequote.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://reversemortgagequote.us/pictures-of-bow-windows.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
rhynepark.org,REVIEW,Review,Borderline — manual check,dofollow,,https://www.rhynepark.org/,9,0,,104.17.201.145,confirmed
rianneverwoert.nl,REVIEW,Review,Low-quality / dead domain,nofollow,Window Replacement Company,http://www.rianneverwoert.nl/wordpress/uncategorized/32/,2,0,,5.22.249.25,"nofollow, no footprint — moved out of disavow"
riverranch.us,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
roiwindows.com,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,,http://roiwindows.com/,2,0,,15.197.225.128,hold — verify ownership
roswellartfestival.com,REVIEW,Review,Borderline — manual check,dofollow,https://www.ngwindows.com,http://www.roswellartfestival.com/general-info-2/,19,0,,173.201.184.150,confirmed
ryanssearch.com,REVIEW,Review,Low-quality / dead domain,dofollow,Our Website,https://ryanssearch.com/business/north-georgia-replacement-windows,5,0,,195.35.60.6,DOWNGRADED disavow→review (no spam signal)
sellypro.com,REVIEW,Review,Low-quality / dead domain,nofollow,ngwindows.com,https://sellypro.com/company/232838-North+Georgia+Replacement+Windows,2,0,,104.21.35.240,"nofollow, no footprint — moved out of disavow"
seo-high-ranking.shop,REVIEW,Review,Low-quality / dead domain,nofollow,seo-high-ranking.shop's magic for ngawindows.com's SEO!,https://seo-high-ranking.shop/backlink-checkers-10124/,2,0,,104.21.92.130,"nofollow, no footprint — moved out of disavow"
seol.store,REVIEW,Review,Low-quality / dead domain,nofollow,ngawindows.com,http://seol.store/domain/domain/part/168127,2,0,,172.67.139.248,"nofollow, no footprint — moved out of disavow"
seomuda.id,REVIEW,Review,Low-quality / dead domain,nofollow,OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25,https://kelas.seomuda.id/quarterlinks-dofollow-article-links-just-for-25-4777/,3,0,,15.235.188.158,"nofollow, no footprint — moved out of disavow"
shabbychicboho.com,REVIEW,Review,Borderline — manual check,dofollow,fiberglass windows,https://shabbychicboho.com/top-reasons-to-upgrade-your-windows/,19,0,,172.67.192.115,confirmed
short-concepts.com,REVIEW,Review,Low-quality / dead domain,nofollow,Crawl space doors Crawl space doors Download,http://short-concepts.com/tags-crawl-space-crawlspace/,0.0,0,,,"nofollow, no footprint — moved out of disavow"
showmehydroclean.com,REVIEW,Review,Borderline — manual check,dofollow,biodegradable cleaning solutions,https://showmehydroclean.com/window-washing-service-early-this-year/,9,0,,149.28.107.249,confirmed
sicsemperva.us,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
sisgroup.lk,REVIEW,Review,Borderline — manual check,nofollow,OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25,https://sisgroup.lk/quarterlinks-dofollow-article-links-just-for-25-4777/,9,0,,194.233.75.17,"UPGRADED review→disavow | nofollow, no footprint — moved out of disavow"
sitestats.top,REVIEW,Review,Low-quality / dead domain,nofollow,,https://sitestats.top/clarkhallirondoors.com/,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
skyfiveproperties.com,REVIEW,Review,Borderline — manual check,dofollow,replacement windows,https://www.skyfiveproperties.com/blog/big-considerations-investing-second-property,21,0,,141.193.213.10,confirmed
slapshady.com,REVIEW,Review,Low-quality / dead domain,nofollow,OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25,https://slapshady.com/quarterlinks-dofollow-article-links-just-for-25-4777/,4,0,,208.109.22.214,"nofollow, no footprint — moved out of disavow"
smallwindows.com,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
smartmoneys.us,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
smb.co,REVIEW,Review,Borderline — manual check,dofollow,ngwindows.com/?utm_source=GMBlisting&utm_medium=organic,https://smb.co/search?q=Martin-Georgia,27,0,,172.67.69.39,confirmed
sonnenseite.site,REVIEW,Review,Low-quality / dead domain,nofollow,Vorhänge,https://sonnenseite.site/articles/8-tipps-die-bei-einer-sommerlichen-hitzewelle-helfen-9421/,4,0,,148.113.199.75,DOWNGRADED disavow→review (no spam signal)
soundproofcentral.com,REVIEW,Review,Low-quality / dead domain,nofollow,multi-pane window systems,https://soundproofcentral.com/laminated-glass-vs-double-glazing-noise/,5,0,,194.1.147.18,"nofollow, no footprint — moved out of disavow"
sportsprint.com.au,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://sportsprint.com.au/2026/02/21/dark-side-links-dark-white-hat-link-building-1250/,4,0,,68.178.224.214,"nofollow, no footprint — moved out of disavow"
spottedcow.media,REVIEW,Review,Low-quality / dead domain,nofollow,OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25,https://gwc.spottedcow.media/2025/05/15/quarterlinks-dofollow-article-links-just-for-25-4777/,5,0,,92.205.133.229,"nofollow, no footprint — moved out of disavow"
sq-kj.net,REVIEW,Review,Low-quality / dead domain,dofollow,6,http://m.sq-kj.net/index-982.html,2,0,,34.92.162.42,DOWNGRADED disavow→review (no spam signal)
ssreteam.com,REVIEW,Review,Low-quality / dead domain,nofollow,Visit Website,https://ssreteam.com/our-preferred-vendors/,2,0,,34.102.120.206,DOWNGRADED disavow→review (no spam signal)
startupwebsolutions.com.au,REVIEW,Review,Low-quality / dead domain,nofollow,Infinity Doors | North Georgia Replacement Windows,https://www.startupwebsolutions.com.au/i-headquarters/infinity-sliding-door-headquarters.html,4,0,,104.21.89.78,"nofollow, no footprint — moved out of disavow"
subhikh.com,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://subhikh.com/2026/02/21/dark-side-links-dark-white-hat-link-building-1250/,4,0,,93.188.2.55,"nofollow, no footprint — moved out of disavow"
suggest-tool.ru,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
sunshinervresorts.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://www.sunshinervresorts.us/bowed-window.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
takes.homes,REVIEW,Review,Low-quality / dead domain,nofollow,ngawindows.com,http://takes.homes/domain/domain/part/168127,2,0,,172.67.212.175,"nofollow, no footprint — moved out of disavow"
takes.sbs,REVIEW,Review,Low-quality / dead domain,nofollow,ngawindows.com,http://takes.sbs/domain/domain/part/168127,2,0,,104.21.67.109,"nofollow, no footprint — moved out of disavow"
thebuildermarket.com,REVIEW,Review,Borderline — manual check,nofollow,Website,https://thebuildermarket.com/us/ga/east-point/windows/,22,0,,172.67.75.244,confirmed
thecloudherald.com,REVIEW,Review,Low-quality / dead domain,nofollow,visit thermatrustwindows.com for latest info,https://web.thecloudherald.com/04/BUsUIwYkyw,2,0,,172.66.44.234,"nofollow, no footprint — moved out of disavow"
thecodex.wiki,REVIEW,Review,Borderline — manual check,nofollow,The standard thickness of a door is 1 3/8 inches or 3.4925 centimeters,https://thecodex.wiki/Reference_for_Common_Feats,22,0,,174.138.37.165,confirmed
thededicatedhouse.com,REVIEW,Review,Borderline — manual check,dofollow,North Georgia Replacement Windows,https://thededicatedhouse.com/3-best-home-improvement-ideas/,20,0,,172.67.156.71,confirmed
thenewz.us,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
thermalastwindows.com,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,,http://thermalastwindows.com/,2,0,,3.33.152.147,hold — verify ownership
thermalprowindows.com,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,,http://thermalprowindows.com/,2,0,,15.197.225.128,hold — verify ownership
thermatrustwindows.com,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,,http://thermatrustwindows.com/,2,0,,3.33.251.168,hold — verify ownership
thesocialhouseja.com,REVIEW,Review,Borderline — manual check,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://shop.thesocialhouseja.com/dark-side-links-dark-white-hat-link-building-1250/,7,0,,72.167.69.37,"UPGRADED review→disavow | nofollow, no footprint — moved out of disavow"
thesweetestlittlelife.com,REVIEW,Review,Borderline — manual check,dofollow,window installation service,https://thesweetestlittlelife.com/2022/11/08/4-reasons-why-your-home-needs-more-natural-light/,20,0,,192.0.78.243,confirmed
thetarotalk.com,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://thetarotalk.com/author/trt-admin/page/15947/,2,0,,104.21.49.195,"nofollow, no footprint — moved out of disavow"
todaywindowsdoors.com,REVIEW,Review,Low authority — manual check,dofollow,NG Windows,https://todaywindowsdoors.com/blogs/news/how-to-soundproof-your-home-with-the-right-windows,2,1,,23.227.38.65,confirmed
tooder.pics,REVIEW,Review,Low-quality / dead domain,nofollow,https://www.ngwindows.com/blog/should-homeowners-replace-or-repair-foggy-windows,https://tooder.pics/articles/quanto-tempo-dura-o-reenvidracamento-de-janelas-302656,0.0,0,,172.67.205.226,"nofollow, no footprint — moved out of disavow"
topdoorswindows.com,REVIEW,Review,Low-quality / dead domain,nofollow,North Georgia Replacement Windows,https://www.topdoorswindows.com/2040/north-georgia-replacement-windows,2,0,,145.223.126.72,"nofollow, no footprint — moved out of disavow"
topsitessearch.com,REVIEW,Review,Low-quality / dead domain,nofollow,,https://www.topsitessearch.com/ngwindows.com/,5,0,,172.67.143.123,DOWNGRADED disavow→review (no spam signal)
towncontractors.com,REVIEW,Review,Borderline — manual check,nofollow,http://www.ngwindows.com/,https://www.towncontractors.com/north-georgia-replacement-windows-inc-roswell-30076-door-installers,10,0,,104.21.87.210,"UPGRADED review→disavow | nofollow, no footprint — moved out of disavow"
trendshomedesign.us,REVIEW,Review,Low-quality / dead domain,nofollow,Efficient Floor Plans 2014 furthermore Texas Architecture Firm Designs Prefab Leed Certified Homes in addition Self Sustaining House Floor Plans besides Earthship Homes House Plans,http://www.trendshomedesign.us/zero/zero-energy-house-designs,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
trustedhomeinstallers.com,REVIEW,Review,Low authority — manual check,nofollow,Website (Link),https://trustedhomeinstallers.com/cabinet-installers/georgia/alpharetta/,2,0,,192.0.78.152,confirmed
uahot.com,REVIEW,Review,Low-quality / dead domain,nofollow,Visit Website,https://www.uahot.com/business-91541.htm,5,0,,169.59.200.49,DOWNGRADED disavow→review (no spam signal)
unitedkingdominbusiness.co.uk,REVIEW,Review,Borderline — manual check,nofollow,http://www.ngwindows.com,https://www.unitedkingdominbusiness.co.uk/Company/185704/Plastic-Cybi-Plastics-Paint-Tools/0-LL606H-Gaerwen-01248422012,19,0,,172.67.163.151,confirmed
upsell.us,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
viainkdesign.com,REVIEW,Review,Low-quality / dead domain,dofollow,"WebWe look forward to meeting you at our showroom! Address: 1210 Warsaw Road Suite 1000 Roswell, GA 30076. Hours: Mon. - Fri. - 8:00 AM - 5:00 PM* Sat. - 10:00 AM - 2:00 PM* …",https://jqff.viainkdesign.com/north-georgia-windows-showroom/39451071,0.0,0,,104.21.23.192,DOWNGRADED disavow→review (no spam signal)
wackyworld.org,REVIEW,Review,Borderline — manual check,dofollow,,https://www.wackyworld.org/sponsors,10,0,,198.185.159.145,confirmed
wallfree.ninja,REVIEW,Review,Low-quality / dead domain,nofollow,Download,http://wallfree.ninja/pict/bay-window-exterior-designs/9/traditional-exterior-by-todd-davis-architecture,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
wallpapersist.com,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://wallpapersist.com/porch-enclosure-systems.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
wants.cfd,REVIEW,Review,Low-quality / dead domain,nofollow,northgeorgiawindows.net,http://wants.cfd/domain/domain/part/170306,3,0,,104.21.44.63,"nofollow, no footprint — moved out of disavow"
weaverexterior.ca,REVIEW,Review,Borderline — manual check,dofollow,custom window colour to complement the rest of the home,https://weaverexterior.ca/windows-project-innisfil-custom-colour/,19,0,,172.67.146.82,confirmed
whatzonyourmind.com,REVIEW,Review,Low-quality / dead domain,dofollow,View full size,http://www.whatzonyourmind.com/index.php?page=search/images&search=good+window+replacement+companies&type=images,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
whosmypro.com,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,76.13.115.83,DOWNGRADED disavow→review (no spam signal)
windorpro.co.za,REVIEW,Review,Borderline — manual check,dofollow,this guide,https://www.windorpro.co.za/wood-to-aluminium-window-conversion/,9,0,,169.255.59.76,confirmed
windowdoor-test.com,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,North Georgia Replacement Windows Inc.,http://windowdoor-test.com/article/and-winners-are,2,0,,54.82.179.35,hold — verify ownership
windowrank.com,REVIEW,Review,Low authority — manual check,nofollow,https://www.ngwindows.com/service-areas/replacement-windows-and-doors-alpharetta-ga,https://windowrank.com/sliding-glass-door-replacement-installation/ga/alpharetta-ga,6,8,,216.150.1.1,confirmed
wogibtswas.de,REVIEW,Review,Low-quality / dead domain,nofollow,https://www.ngwindows.com/,https://wogibtswas.de/alpharetta/handwerker/ng%20windows-2031838,28,0,,188.40.17.96,"nofollow, no footprint — moved out of disavow"
writeradar.com,REVIEW,Review,Low-quality / dead domain,nofollow,ngwindows.com,https://www.writeradar.com/business/north-georgia-replacement-windows-1d9863,0.0,0,,172.67.222.159,"nofollow, no footprint — moved out of disavow"
xiaobook.net,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
xoxo6.info,REVIEW,Review,Low-quality / dead domain,nofollow,Download,http://xoxo6.info/pict/bow-windows-exterior/6/best-hunting-blinds-and-feeders-in-texas,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
yourrights.co,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://yourrights.co/adagio-apartments-la-mesa-ca-91942/photos-32-/,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
yucatanhomeinspect.com,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
zuke315.com,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://zuke315.com/bow-window-roof.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
zybsfood.com,REVIEW,Review,Low-quality / dead domain,dofollow,#12 404 Page Not Found Error Ever feel like youre in the wrong place #12 404 Page Not Found Error Ever feel like youre in the wrong place,http://www.zybsfood.com/remodeling-kitchen.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
24-7pressrelease.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,Atlanta replacement window installers,https://www.24-7pressrelease.com/press-release/385624/experts-at-north-georgia-replacement-windows-discuss-when-it-is-time-to-replace-your-windows,41,0,,104.26.5.183,confirmed
accio.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,7,,53,0,,3.171.85.76,confirmed
ahouseinthehills.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,Entry door replacement,https://ahouseinthehills.com/your-front-door-is-the-most-underrated-feature-of-your-homes-exterior-heres-why-that-needs-to-change/,31,0,,104.21.58.64,confirmed
apple.com,KEEP,Keep,Legitimate / high-authority — keep,nofollow,Website ngwindows.com,https://maps.apple.com/place?place-id=IE5E6D7355B75E492,100,0,,2.20.134.27,confirmed
arounddeal.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,http://ngwindows.com,https://www.arounddeal.com/c/north-georgia-replacement-windows/d4tgmvliez,27,0,,172.233.137.208,confirmed
barbend.com,KEEP,Keep,Legitimate / high-authority — keep,dofollow,6,,56,0,,3.171.100.114,confirmed
bbb.org,KEEP,Keep,Legitimate / high-authority — keep,nofollow,Visit Website,,78,0,,104.18.13.85,confirmed
