domain,decision,priority,confidence,category,why,anchor_type,example_anchor,backlink_url,follow,bl_count,dofollow_n,nofollow_n,link_checked,dr,ascore,authority,traffic,positions,is_spam,links,ip,country,tier_reason,evidence,qa_note
ready.pro,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,ngawindows.com,https://ready.pro/stats/51466,nofollow,27,0,27,yes,0.0,4,4,0,0,,27,118.139.177.45,sg,,2+ independent toxic signals | known link-farm IP block | no organic traffic/kw (auth=4),
sazfmezf.xyz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),SPAM/money,"JXCeI↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://sazfmezf.xyz/gyborhiutfeoq,dofollow,,,,yes,0.0,0,0,0,0,TRUE,3,104.21.77.253,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
scionybg.xyz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),SPAM/money,"nLKc7↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://scionybg.xyz/erzmxtoldxnug,dofollow,,,,yes,0.0,0,0,0,0,TRUE,7,104.21.48.1,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
seoboostacademy.shop,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),branded/URL,"Grow ngwindows.com with high-DR backlinks, editorial guest posts, on-page SEO, local SEO, web development, SaaS tools and automation tools — a strong DR/DA/TF increase across all m",https://seoboostacademy.shop/c1f174ed5-do-editorial-links-still-work-2026-fintech-tested-10-placements-tracked-proven-optimization-process-examples-metrics-and-lessons-for-consistent-traffic-growth/,nofollow,,,,yes,0.0,0,0,0,0,TRUE,2,172.67.156.190,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
seoboostexchange.shop,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),branded/URL,"Take ngwindows.com to page one with high-DR backlinks, editorial guest posts, on-page SEO, local SEO, web development, SaaS tools and automation tools — a noticeable DR/DA/TF rise ",https://seoboostexchange.shop/779f9b3c3-pbn-backlinks-helped-financial-advisory-site-doubled-organic-revenue-90-days-complete-case-study-data-measurable-results-blueprint-examples-metrics-and-lessons-for-higher-search-visibility/,nofollow,,,,yes,0.0,0,0,0,0,TRUE,2,104.21.25.16,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
seoboostresults.shop,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,,,,,,,no (beyond sample),0.0,0,0,0,0,TRUE,2,104.21.66.231,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
seogrowthprovider.shop,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),branded/URL,"Power up ngwindows.com: high-DR backlinks, editorial guest posts, on-page SEO, local SEO, web development, SaaS tools and automation tools for DR/DA/TF that climbs steadily across ",https://seogrowthprovider.shop/43fd633e4-120-day-dofollow-backlinks-journey-pharmaceutical-no-traffic-to-dr40-proven-optimization-process-authority-traffic-and-conversions-for-scalable-seo-performance/,nofollow,,,,yes,0.0,0,0,0,0,TRUE,2,104.21.79.253,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
seogrowthstudio.shop,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),branded/URL,"Boost ngwindows.com using high-quality backlinks, guest posts, on-page and local SEO, custom web development, SaaS tools and automation tools for DR/DA/TF gains that hold at a sust",https://seogrowthstudio.shop/a92555df0-best-crowd-links-travel-2025-compared-12-providers-roi-step-by-step-strategy-mistakes-risks-and-solutions-for-sustainable-organic-growth/,nofollow,,,,yes,0.0,0,0,0,0,TRUE,2,172.67.135.254,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
siterankprovider.shop,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),branded/URL,"Strengthen ngwindows.com through high-quality backlinks, guest posts, on-page and local SEO, custom web development, SaaS tools and automation tools for DR/DA/TF that climbs steadi",https://siterankprovider.shop/ad33f3233-sidebar-links-new-health-websites-safe-day1-or-wait-3-months-full-ranking-workflow-budget-links-and-content-for-higher-search-visibility/,nofollow,,,,yes,0.0,0,0,0,0,TRUE,2,172.67.203.229,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
sporstcenter.com,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,roiwindows.com,https://www.sporstcenter.com/page-d485bee01a16aec182a234e4d87c5708.html,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,92.249.46.138,in,,"2+ independent toxic signals | link-network IP 92.249.46.138 (+3 siblings) | dead (auth=2,0 traffic,0 kw)",
sportlives.xyz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),other/generic,6,https://sportlives.xyz/easiest-industrial-stair-climbers-2024/,dofollow,,,,yes,0.0,0,0,0,0,TRUE,1,95.216.225.167,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
taxies.biz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,performingwindows.com,http://www.taxies.biz/page-18c6f7b2b74807a8ca4d96aec043dde8.html,dofollow,33,33,0,yes,0.0,2,2,0,0,,33,118.139.181.85,sg,,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
theface.in,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,performingwindows.com,http://www.theface.in/page-18c6f7b2b74807a8ca4d96aec043dde8.html,dofollow,29,29,0,yes,0.0,2,2,0,0,,29,118.139.181.85,sg,,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
themumbai.in,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,performingwindows.com,http://www.themumbai.in/page-18c6f7b2b74807a8ca4d96aec043dde8.html,dofollow,22,22,0,yes,0.0,2,2,0,0,,22,118.139.181.85,sg,,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
thirty.co.in,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,performingwindows.com,http://www.thirty.co.in/page-18c6f7b2b74807a8ca4d96aec043dde8.html,dofollow,26,26,0,yes,0.0,2,2,0,0,,26,118.139.181.85,sg,,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
tkzojtbf.xyz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,,,,,,,no (beyond sample),0.0,0,0,0,0,TRUE,4,172.67.166.253,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
toprankpartners.shop,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),branded/URL,"Grow ngwindows.com with guest posts and backlinks, on-page SEO, local SEO, web development, SaaS integrations and automation tools — a noticeable DR/DA/TF rise at a sustainable pac",https://toprankpartners.shop/c58d4307c-12-month-serp-climb-ecommerce-combined-editorial-links-crowd-links-position1-practical-execution-roadmap-tools-tactics-and-insights-for-higher-search-visibility/,nofollow,,,,yes,0.0,0,0,0,0,TRUE,2,172.67.222.37,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
toprankprovider.shop,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),branded/URL,"Power up ngwindows.com: high-DR backlinks, editorial guest posts, on-page SEO, local SEO, web development, SaaS tools and automation tools for compounding DR/DA/TF with relevance-f",https://toprankprovider.shop/2b5d4f7f3-18-month-serp-climb-medical-combined-dr-boost-services-on-page-seo-position1-proven-optimization-process-data-progress-and-outcomes-for-competitive-serp-results/,nofollow,,,,yes,0.0,0,0,0,0,TRUE,2,172.67.179.252,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
toprankresults.shop,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),branded/URL,"Take ngwindows.com to page one with premium guest posts, contextual backlinks, on-page and local SEO, conversion-focused web development, SaaS tools and automation tools — long-ter",https://toprankresults.shop/85b538184-best-on-page-seo-legal-2026-compared-12-providers-roi-advanced-growth-framework-examples-metrics-and-lessons-for-better-google-positions/,nofollow,,,,yes,0.0,0,0,0,0,TRUE,2,104.21.67.69,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
tunca.org,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,northpointwindows.com,https://tunca.org/0735674f420eb4305092bacc860401a2-l/,dofollow,40,40,0,yes,0.0,2,2,0,0,,40,118.139.176.46,sg,,"2+ independent toxic signals | link-network IP 118.139.176.46 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
tyre.pro,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,performingwindows.com,http://www.tyre.pro/page-18c6f7b2b74807a8ca4d96aec043dde8.html,dofollow,26,26,0,yes,0.0,2,2,0,0,,26,118.139.181.85,sg,,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
tyres.pro,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,performingwindows.com,http://www.tyres.pro/page-18c6f7b2b74807a8ca4d96aec043dde8.html,dofollow,27,27,0,yes,0.0,2,2,0,0,,27,118.139.181.85,sg,,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
uiisjzij.xyz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),SPAM/money,"3EXvI↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://uiisjzij.xyz/5ahqyxpcwk9v6,dofollow,,,,yes,0.0,0,0,0,0,TRUE,1,104.21.80.178,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
usabuildingsuppliers.com,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,North Georgia Replacement,https://www.usabuildingsuppliers.com/9945/north-georgia-replacement,nofollow,3,0,3,yes,0.0,6,6,0,0,,3,191.101.14.187,us,,2+ independent toxic signals | link-network IP 191.101.14.187 (+3 siblings) | no organic traffic/kw (auth=6),
vfoskvzw.xyz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,,,,,,,no (beyond sample),0.0,0,0,0,0,TRUE,6,104.21.112.1,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
vydxyefz.xyz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),SPAM/money,"2Db67↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",http://vydxyefz.xyz/,dofollow,,,,yes,0.0,0,0,0,0,TRUE,2,188.114.97.0,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
vzynhhud.xyz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),SPAM/money,"E0mpi↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://vzynhhud.xyz/bbykihgtlpokk,dofollow,,,,yes,0.0,0,0,0,0,TRUE,6,172.67.166.118,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
wallpapers.pro,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,northpointwindows.com,https://mail.wallpapers.pro/0735674f420eb4305092bacc860401a2-l/,dofollow,62,62,0,yes,0.0,2,2,0,0,,62,118.139.176.46,sg,,"2+ independent toxic signals | link-network IP 118.139.176.46 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
way2check.art,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,performingwindows.com,http://www.way2check.art/page-18c6f7b2b74807a8ca4d96aec043dde8.html,dofollow,29,29,0,yes,0.0,2,2,0,0,,29,118.139.181.85,sg,,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
way2check.cv,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,performingwindows.com,https://way2check.cv/page-18c6f7b2b74807a8ca4d96aec043dde8.html,dofollow,41,41,0,yes,0.0,3,3,0,0,,41,118.139.178.200,sg,,"2+ independent toxic signals | link-network IP 118.139.178.200 (+3 siblings) | known link-farm IP block | dead (auth=3,0 traffic,0 kw)",
webrankindia.com,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,ngwindows.com,http://webrankindia.com/page-34962c4ce6e04e66bc6683ce26dd6c07.html,dofollow,3,3,0,yes,0.0,2,2,0,0,,3,118.139.181.85,sg,,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
webrankprovider.shop,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),branded/URL,"Power up ngwindows.com: high-quality backlinks, guest posts, on-page and local SEO, custom web development, SaaS tools and automation tools for a strong DR/DA/TF increase for any i",https://webrankprovider.shop/202b79564-best-guest-posts-crypto-2025-compared-6-providers-roi-advanced-growth-framework-planning-testing-and-tracking-for-stronger-domain-authority/,nofollow,,,,yes,0.0,0,0,0,0,TRUE,2,104.21.7.31,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
websitesea.com,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,northpointwindows.com,https://www.websitesea.com/0735674f420eb4305092bacc860401a2-l/,dofollow,11,11,0,yes,0.0,2,2,0,0,,11,118.139.176.46,sg,,"2+ independent toxic signals | link-network IP 118.139.176.46 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
whzoyytu.xyz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),SPAM/money,"FuwJk↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://whzoyytu.xyz/11k43jgrv9m1z,dofollow,,,,yes,0.0,0,0,0,0,TRUE,1,188.114.97.2,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
wiknluhc.xyz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),SPAM/money,"L1xGe↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://wiknluhc.xyz/1ykm4igfe8l2t,dofollow,,,,yes,0.0,0,0,0,0,TRUE,4,172.67.129.205,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
wlzkxbgt.xyz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),SPAM/money,"r9WXv↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://wlzkxbgt.xyz/dlkzthmyryazl,dofollow,,,,yes,0.0,0,0,0,0,TRUE,5,172.67.134.63,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
wnbbnviw.xyz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,,,,,,,no (beyond sample),0.0,0,0,0,0,TRUE,1,188.114.97.2,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
wogibtswas.net,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,https://www.ngwindows.com/,https://ch.wogibtswas.net/alpharetta/handwerker/ng%20windows-2031838,nofollow,1,0,1,yes,0.0,2,2,0,0,,1,188.40.17.96,de,,"2+ independent toxic signals | link-network IP 188.40.17.96 (+4 siblings) | dead (auth=2,0 traffic,0 kw)",
wonvision.com,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,northpointwindows.com,https://wonvision.com/0735674f420eb4305092bacc860401a2-l/,dofollow,40,40,0,yes,0.0,2,2,0,0,,40,118.139.176.46,sg,,"2+ independent toxic signals | link-network IP 118.139.176.46 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
wvoysjve.xyz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),SPAM/money,"aagM4↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://thsy.wvoysjve.xyz/mextvwewcjmpn,dofollow,,,,yes,0.0,0,0,0,0,TRUE,2,172.67.146.29,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
ycm.info,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,northpointwindows.com,https://www.ycm.info/0735674f420eb4305092bacc860401a2-l/,dofollow,38,38,0,yes,0.0,2,2,0,0,,38,118.139.176.46,sg,,"2+ independent toxic signals | link-network IP 118.139.176.46 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
youtoo.in,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),,performingwindows.com,http://www.youtoo.in/page-18c6f7b2b74807a8ca4d96aec043dde8.html,dofollow,21,21,0,yes,0.0,2,2,0,0,,21,118.139.181.85,sg,,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
zlzfsaat.xyz,DISAVOW,P1 – Core (disavow),HIGH,Multi-signal spam,Multiple spam signals (dead + farm-IP / spam-flag),SPAM/money,"ocGsH↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://zlzfsaat.xyz/44f1drne1zzwk,dofollow,,,,yes,0.0,0,0,0,0,TRUE,1,172.67.201.142,,,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
analyticshaven.top,DISAVOW,P1 – Core (disavow),HIGH,URL-shortener / redirect link network,Redirect / URL-shortener link network,,thermalprowindows.com,https://analyticshaven.top/stats/113573,nofollow,14,0,14,yes,0.0,6,6,0,0,,14,195.20.19.178,md,,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
anchorurl.cloud,DISAVOW,P1 – Core (disavow),HIGH,URL-shortener / redirect link network,Redirect / URL-shortener link network,,qualitypluswindows.com,https://anchorurl.cloud/share/124369,nofollow,7,0,7,yes,0.0,6,6,0,0,,7,195.20.19.178,md,,footprint: URL-shortener / redirect link network | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
